Kanji,Level,HanViet,On_Kana,On_Romaji,Kun_Kana,Kun_Romaji,Examples
掃,2,Tảo,ソウ,sou,は.く,haku,掃除 (そうじ) [souji]: Cleaning; 一掃 (いっそう) [issou]: Sweeping away
挿,1,Sáp,ソウ,sou,さ.す,sasu,挿入 (そうにゅう) [sounyuu]: Insertion; 挿絵 (さしえ) [sashie]: Illustration
曹,1,Tào,ソウ,sou,,,法曹 (ほうそう) [housou]: Legal profession
喪,1,Tang,ソウ,sou,も,mo,喪服 (もふく) [mofuku]: Mourning dress; 喪失 (そうしつ) [soushitsu]: Loss
槽,1,Tào,ソウ,sou,,,水槽 (すいそう) [suisou]: Water tank; 浴槽 (よくそう) [yokusou]: Bathtub
霜,1,Sương,ソウ,sou,しも,shimo,霜 (しも) [shimo]: Frost
藻,1,Tảo,ソウ,sou,も,mo,海藻 (かいそう) [kaisou]: Seaweed
促,1,Xúc,ソク,soku,うなが.す,unagasu,促進 (そくしん) [sokushin]: Promotion; 促す (うながす) [unagasu]: To urge
即,1,Tức,ソク,soku,,,即席 (そくせき) [sokuseki]: Instant/Improvised; 即座 (そくざ) [sokuza]: Immediate
俗,1,Tục,ゾク,zoku,,,民俗 (みんぞく) [minzoku]: Folk customs; 俗語 (ぞくご) [zokugo]: Slang
賊,1,Tặc,ゾク,zoku,,,海賊 (かいぞく) [kaizoku]: Pirate
妥,1,Thỏa,ダ,da,,,妥協 (だきょう) [dakyou]: Compromise; 妥当 (だとう) [datou]: Valid/Appropriate
堕,1,Đọa,ダ,da,,,堕落 (だらく) [daraku]: Depravity/Corruption
惰,1,Nọa,ダ,da,,,惰性 (だせい) [dasei]: Inertia/Habit
駄,1,Đà,ダ,da,,,無駄 (むだ) [muda]: Waste/Useless; 駄目 (だめ) [dame]: No good
耐,2,Nại,タイ,tai,た.える,taeru,忍耐 (にんたい) [nintai]: Patience; 耐える (たえる) [taeru]: To endure
怠,2,Đãi,タイ,tai,おこた.る,okotaru,怠慢 (たいまん) [taiman]: Negligence; 怠る (おこたる) [okotaru]: To neglect
泰,1,Thái,タイ,tai,,,安泰 (あんたい) [antai]: Peace/Security
袋,2,Đại,タイ,tai,ふくろ,fukuro,手袋 (てぶくろ) [tebukuro]: Gloves; 袋 (ふくろ) [fukuro]: Bag
逮,1,Đãi,タイ,tai,,,逮捕 (たいほ) [taiho]: Arrest
替,2,Thế,タイ,tai,か.える,kaeru,交替 (こうたい) [koutai]: Alternation; 替える (かえる) [kaeru]: To replace
拓,1,Thác,タク,taku,ひら.く,hiraku,開拓 (かいたく) [kaitaku]: Reclamation; 拓く (ひらく) [hiraku]: To open up
沢,1,Trạch,タク,taku,さわ,sawa,贅沢 (ぜいたく) [zeitaku]: Luxury; 沢山 (たくさん) [takusan]: Many
卓,1,Trác,タク,taku,,,食卓 (しょくたく) [shokutaku]: Dining table; 卓越 (たくえつ) [takuetsu]: Excellence
諾,1,Nặc,ダク,daku,,,承諾 (しょうだく) [shoudaku]: Consent/Acceptance
濁,1,Trọc,ダク,daku,にご.る,nigoru,濁流 (だくりゅう) [dakuryuu]: Muddy stream; 濁る (にごる) [nigoru]: To become muddy
脱,2,Thoát,ダツ,datsu,ぬ.ぐ,nugu,脱出 (だっしゅつ) [dasshutsu]: Escape; 脱ぐ (ぬぐ) [nugu]: To take off (clothes)
奪,2,Đoạt,ダツ,datsu,うば.う,ubau,略奪 (りゃくだつ) [ryakudatsu]: Plunder; 奪う (うばう) [ubau]: To snatch
丹,1,Đan,タン,tan,,,丹念 (たんねん) [tannen]: Diligence/Care
淡,1,Đạm,タン,tan,あわ.い,awai,淡水 (たんすい) [tansui]: Freshwater; 淡い (あわい) [awai]: Pale/Faint
嘆,1,Thán,タン,tan,なげ.く,nageku,感嘆 (かんたん) [kantan]: Admiration; 嘆く (なげく) [nageku]: To lament
端,2,Đoan,タン,tan,はし,hashi,先端 (せんたん) [sentan]: Tip/Leading edge; 端 (はし) [hashi]: Edge
胆,1,Đảm,タン,tan,,,大胆 (だいたん) [daitan]: Bold/Daring
鍛,1,Đoán,タン,tan,きた.える,kitaeru,鍛錬 (たんれん) [tanren]: Discipline; 鍛える (きたえる) [kitaeru]: To forge/train
壇,1,Đàn,ダン,dan,,,花壇 (かだん) [kadan]: Flower bed; 土壇場 (どたんば) [dotanba]: Last moment
弾,2,Đàn/Đạn,ダン,dan,ひ.く,hiku,爆弾 (ばくだん) [bakudan]: Bomb; 弾く (ひく) [hiku]: To play (piano/guitar)
恥,2,Sỉ,チ,chi,は.じ,haji,恥 (はじ) [haji]: Shame; 恥ずかしい (はずかしい) [hazukashii]: Embarrassed
致,1,Trí,チ,chi,いた.す,itasu,一致 (いっち) [icchi]: Agreement; 致す (いたす) [itasu]: To do (humble)
痴,1,Si,チ,chi,,,痴漢 (ちかん) [chikan]: Molester; 愚痴 (ぐち) [guchi]: Complaint
遅,3,Trì,チ,chi,おく.れる,okureru,遅刻 (ちこく) [chikoku]: Lateness; 遅い (おそい) [osoi]: Slow/Late
稚,1,Trĩ,チ,chi,,,幼稚園 (ようちえん) [youchien]: Kindergarten; 稚魚 (ちぎょ) [chigyo]: Juvenile fish
畜,1,Súc,チク,chiku,,,家畜 (かちく) [kachiku]: Livestock; 畜産 (ちくさん) [chikusan]: Stock raising
逐,1,Trục,チク,chiku,,,逐次 (ちくじ) [chikuji]: Successively
秩,1,Trật,チツ,chitsu,,,秩序 (ちつじょ) [chitsujo]: Order/Discipline
窒,1,Tất,チツ,chitsu,,,窒息 (ちっそく) [chissoku]: Suffocation
嫡,1,Đích,チャク,chaku,,,嫡男 (ちゃくなん) [chakunan]: Legitimate son
抽,1,Trừu,チュウ,chuu,,,抽象 (ちゅうしょう) [chuushou]: Abstract; 抽出 (ちゅうしゅつ) [chuushutsu]: Extraction
衷,1,Trung,チュウ,chuu,,,折衷 (せっちゅう) [secchuu]: Compromise
鋳,1,Chú,チュウ,chuu,い.る,iru,鋳造 (ちゅうぞう) [chuuzou]: Casting
駐,2,Trú,チュウ,chuu,,,駐車場 (ちゅうしゃじょう) [chuushajou]: Parking lot; 駐在 (ちゅうざい) [chuuzai]: Residence
弔,1,Điếu,チョウ,chou,とむら.う,tomurau,弔問 (ちょうもん) [choumon]: Condolence call; 弔う (とむらう) [tomurau]: To mourn
彫,1,Điêu,チョウ,chou,ほ.る,horu,彫刻 (ちょうこく) [choukoku]: Sculpture; 彫る (ほる) [horu]: To carve
徴,2,Trưng,チョウ,chou,,,特徴 (とくちょう) [tokuchou]: Feature; 象徴 (しょうちょう) [shouchou]: Symbol
懲,1,Trừng,チョウ,chou,こ.りる,koriru,懲役 (ちょうえき) [choueki]: Penal servitude; 懲りる (こりる) [koriru]: To learn by experience
挑,2,Thiêu,チョウ,chou,いど.む,idomu,挑戦 (ちょうせん) [chousen]: Challenge; 挑む (いどむ) [idomu]: To challenge
眺,2,Thiếu,チョウ,chou,なが.める,nagameru,眺望 (ちょうぼう) [choubou]: Prospect/View; 眺める (ながめる) [nagameru]: To gaze at
聴,2,Thính,チョウ,chou,き.く,kiku,聴解 (ちょうかい) [choukai]: Listening comprehension; 聴く (きく) [kiku]: To listen
脹,1,Trướng,チョウ,chou,ふく.れる,fukureru,膨脹 (ぼうちょう) [bouchou]: Expansion; 脹れる (ふくれる) [fukureru]: To swell
超,2,Siêu,チョウ,chou,こ.える,koeru,超過 (ちょうか) [chouka]: Excess; 超える (こえる) [koeru]: To exceed
跳,2,Khiêu,チョウ,chou,は.ねる,haneru,跳躍 (ちょうやく) [chouyaku]: Leap/Jump; 跳ねる (はねる) [haneru]: To jump/leap
勅,1,Sắc,チョク,choku,,,勅語 (ちょくご) [chokugo]: Imperial rescript
朕,1,Trẫm,チン,chin,,,朕 (ちん) [chin]: We (Imperial)
沈,2,Trầm,チン,chin,しず.む,shizumu,沈没 (ちんぼつ) [chinbotsu]: Sinking; 沈む (しずむ) [shizumu]: To sink
珍,2,Trân,チン,chin,めずら.しい,mezurashii,珍重 (ちんちょう) [chinchou]: Prized; 珍しい (めずらしい) [mezurashii]: Rare
鎮,1,Trấn,チン,chin,しず.める,shizumeru,鎮圧 (ちんあつ) [chinatsu]: Suppression; 鎮める (しずめる) [shizumeru]: To calm
陳,1,Trần,チン,chin,,,陳列 (ちんれつ) [chinretsu]: Display
津,1,Tân,シン,shin,つ,tsu,津波 (つなみ) [tsunami]: Tsunami
墜,1,Trụy,ツイ,tsui,,,墜落 (ついらく) [tsuiraku]: Crashing/Falling
塚,1,Trủng,,,つか,tsuka,貝塚 (かいづか) [kaizuka]: Shell mound
漬,2,Tí,シ,shi,つ.ける,tsukeru,漬物 (つけもの) [tsukemono]: Pickles; 漬ける (つける) [tsukeru]: To soak/pickle
坪,1,Bình,,,つぼ,tsubo,建坪 (たてつぼ) [tatetsubo]: Floor area
釣,2,Điếu,チョウ,chou,つ.る,tsuru,釣果 (ちょうか) [chouka]: Catch (fishing); 釣り (つり) [tsuri]: Fishing
亭,1,Đình,テイ,tei,,,料亭 (りょうてい) [ryoutei]: Traditional Japanese restaurant
偵,1,Trinh,テイ,tei,,,探偵 (たんてい) [tantei]: Detective
貞,1,Trinh,テイ,tei,,,貞淑 (ていしゅく) [teishuku]: Chasity/Virtue
呈,1,Trình,テイ,tei,,,贈呈 (ぞうてい) [zoutei]: Presentation/Gift
堤,1,Đê,テイ,tei,つつみ,tsutsumi,防波堤 (ぼうはてい) [bouhatei]: Breakwater; 堤 (つつみ) [tsutsumi]: Embankment
帝,1,Đế,テイ,tei,,,帝国 (ていこく) [teikoku]: Empire
艇,1,Đĩnh,テイ,tei,,,艦艇 (かんてい) [kantei]: Naval vessels
訂,1,Đính,テイ,tei,,,訂正 (ていせい) [teisei]: Correction
逓,1,Đệ,テイ,tei,,,逓信 (ていしん) [teishin]: Communications
邸,1,Để,テイ,tei,,,邸宅 (ていたく) [teitaku]: Mansion
泥,2,Nê,デイ,dei,どろ,doro,泥棒 (どろぼう) [dorobou]: Thief; 泥 (どろ) [doro]: Mud
摘,2,Trích,テキ,teki,つ.む,tsumu,指摘 (してき) [shiteki]: Pointing out; 摘む (つむ) [tsumu]: To pick/pluck
滴,1,Tích,テキ,teki,しずく,shizuku,水滴 (すいてき) [suiteki]: Water droplet; 滴 (しずく) [shizuku]: Drop
哲,1,Triết,テツ,tetsu,,,哲学 (てつがく) [tetsugaku]: Philosophy
徹,2,Triệt,テツ,tetsu,,,徹底 (てってい) [tettei]: Thoroughness; 徹夜 (てつや) [tetsuya]: All night
撤,1,Triệt,テツ,tetsu,,,撤回 (てっかい) [tekkai]: Withdrawal
添,2,Thiêm,テン,ten,そ.える,soeru,添付 (てんぷ) [tenpu]: Attachment; 添える (そえる) [soeru]: To garnish/add
貼,1,Thiếp,テン,ten,は.る,haru,貼付 (ちょうふ) [choufu]: Pasting; 貼る (はる) [haru]: To stick/paste
斗,1,Đấu,ト,to,,,北斗七星 (ほくとしちせい) [hokutoshichisei]: Big Dipper
吐,2,Thổ,ト,to,は.く,haku,吐き気 (はきけ) [hakike]: Nausea; 吐く (はく) [haku]: To vomit
途,3,Đồ,ト,to,,,途中 (とちゅう) [tochuu]: On the way; 用途 (ようと) [youto]: Use/Purpose
渡,3,Độ,ト,to,わた.る,wataru,渡航 (とこう) [tokou]: Voyage; 渡る (わたる) [wataru]: To cross
塗,2,Đồ,ト,to,ぬ.る,nuru,塗装 (とそう) [tosou]: Painting/Coating; 塗る (ぬる) [nuru]: To paint
賭,1,Đổ,ト,to,か.ける,kakeru,賭博 (とばく) [tobaku]: Gambling; 賭ける (かける) [kakeru]: To bet
奴,1,Nô,ド,do,やつ,yatsu,奴隷 (どれい) [dorei]: Slave; 奴 (やつ) [yatsu]: Guy/Fellow
怒,2,Nộ,ド,do,いか.る,ikaru,激怒 (げきど) [gekido]: Rage; 怒る (おこる) [okoru]: To get angry
到,2,Đáo,トウ,tou,いた.る,itaru,到着 (とうちゃく) [touchaku]: Arrival; 殺到 (さっとう) [sattou]: Rush/Flood
逃,3,Đào,トウ,tou,に.げる,nigeru,逃走 (とうそう) [tousou]: Flight/Escape; 逃げる (にげる) [nigeru]: To escape
倒,3,Đảo,トウ,tou,たお.れる,taoreru,面倒 (めんどう) [mendou]: Trouble; 倒れる (たおれる) [taoreru]: To fall down
凍,2,Đông,トウ,tou,こお.る,kooru,冷凍 (れいとう) [reitou]: Freezing; 凍る (こおる) [kooru]: To freeze
唐,1,Đường,トウ,tou,から,kara,唐突 (とうとつ) [toutotsu]: Abrupt
桃,1,Đào,トウ,tou,もも,momo,桃 (もも) [momo]: Peach
透,2,Thấu,トウ,tou,す.ける,sukeru,透明 (とうめい) [toumei]: Transparent; 透ける (すける) [sukeru]: To be transparent
陶,1,Đào,トウ,tou,,,陶器 (とうき) [touki]: Pottery
塔,1,Tháp,トウ,tou,,,塔 (とう) [tou]: Tower/Pagoda
搭,1,Đáp,トウ,tou,,,搭乗 (とうじょう) [toujou]: Boarding
棟,1,Đống,トウ,tou,むね,mune,病棟 (びょうとう) [byoutou]: Ward (hospital); 棟 (むね) [mune]: Ridge (roof)/Counter for buildings
痘,1,Đậu,トウ,tou,,,天然痘 (てんねんとう) [tennentou]: Smallpox
筒,2,Đồng,トウ,tou,つつ,tsutsu,封筒 (ふうとう) [fuutou]: Envelope; 筒 (つつ) [tsutsu]: Pipe/Tube
稲,2,Đạo,トウ,tou,いね,ine,稲作 (いなさく) [inasaku]: Rice cultivation; 稲 (いね) [ine]: Rice plant
踏,2,Đạp,トウ,tou,ふ.む,fumu,踏切 (ふみきり) [fumikiri]: Railroad crossing; 踏む (ふむ) [fumu]: To step on
騰,1,Đằng,トウ,tou,,,高騰 (こうとう) [koutou]: Sudden price rise; 沸騰 (ふっとう) [futtou]: Boiling
闘,2,Đấu,トウ,tou,たたか.う,tatakau,闘争 (とうそう) [tousou]: Struggle; 闘う (たたかう) [tatakau]: To fight
洞,1,Động,ドウ,dou,,,洞窟 (どうくつ) [doukutsu]: Cave; 空洞 (くうどう) [kuudou]: Hollow
胴,1,Đỗng,ドウ,dou,,,胴体 (どうたい) [doutai]: Torso/Body
峠,1,Đèo,,,とうげ,touge,峠 (とうげ) [touge]: Mountain pass/Peak
匿,1,Nặc,トク,toku,,,匿名 (とくめい) [tokumei]: Anonymity; 隠匿 (いんとく) [intoku]: Concealment
督,1,Đốc,トク,toku,,,監督 (かんとく) [kantoku]: Supervision/Director
篤,1,Đốc,トク,toku,,,危篤 (きとく) [kitoku]: Critical illness
凸,1,Đột,トツ,totsu,,,凸凹 (でこぼこ) [dekoboko]: Unevenness
突,3,Đột,トツ,totsu,つ.く,tsuku,突然 (とつぜん) [totsuzen]: Suddenly; 突き当たる (つきあたる) [tsukiataru]: To run into
屯,1,Đồn,トン,ton,,,駐屯 (ちゅうとん) [chuuton]: Stationing (troops)
豚,2,Đồn,トン,ton,ぶた,buta,豚肉 (ぶたにく) [butaniku]: Pork; 豚 (ぶた) [buta]: Pig
曇,2,Đàm,ドン,don,くも.る,kumoru,曇り (くもり) [kumori]: Cloudy weather; 曇る (くもる) [kumoru]: To become cloudy
鈍,1,Độn,ドン,don,にぶ.い,nibui,鈍感 (どんかん) [donkan]: Insensitive; 鈍い (にぶい) [nibui]: Dull
縄,2,Thằng,ジョウ,jou,なわ,nawa,沖縄 (おきなわ) [okinawa]: Okinawa; 縄 (なわ) [nawa]: Rope
軟,2,Nhuyễn,ナン,nan,やわ.らか,yawaraka,柔軟 (じゅうなん) [juunan]: Flexible; 軟らかい (やわらかい) [yawaraka]: Soft
尼,1,Ni,ニ,ni,あま,ama,尼 (あま) [ama]: Nun
弐,1,Nhị,ニ,ni,,,"金弐万円 (きんにまんえん) [kinniman'en]: 20,000 yen (formal)"
尿,1,Niệu,ニョウ,nyou,,,糖尿病 (とうにょうびょう) [tounyoubyou]: Diabetes
妊,1,Nhâm,ニン,nin,はら.む,haramu,妊娠 (にんしん) [ninshin]: Pregnancy
忍,1,Nhẫn,ニン,nin,しの.ぶ,shinobu,忍者 (にんじゃ) [ninja]: Ninja; 忍耐 (にんたい) [nintai]: Patience
寧,1,Ninh,ネイ,nei,,,丁寧 (ていねい) [teinei]: Polite
粘,2,Niêm,ネン,nen,ねば.る,nebaru,粘土 (ねんど) [nendo]: Clay; 粘る (ねばる) [nebaru]: To stick/persist
濃,2,Nùng,ノウ,nou,こ.い,koi,濃度 (のうど) [noudo]: Concentration; 濃い (こい) [koi]: Thick/Dark
把,1,Bả,ハ,ha,,,把握 (はあく) [haaku]: Grasp/Understanding
覇,1,Bá,ハ,ha,,,制覇 (せいは) [seiha]: Conquest/Domination
婆,1,Bà,バ,ba,ばば,baba,老婆 (ろうば) [rouba]: Old woman
廃,2,Phế,ハイ,hai,すた.れる,sutareru,廃棄 (はいき) [haiki]: Disposal; 廃れる (すたれる) [sutareru]: To go out of use
排,2,Bài,ハイ,hai,,,排出 (はいしゅつ) [haishutsu]: Emission; 排除 (はいじょ) [haijo]: Exclusion
杯,2,Bôi,ハイ,hai,さかずき,sakazuki,乾杯 (かんぱい) [kanpai]: Cheers; 一杯 (いっぱい) [ippai]: Full/One cup
輩,2,Bối,ハイ,hai,,,先輩 (せんぱい) [senpai]: Senior; 後輩 (こうはい) [kouhai]: Junior
培,1,Bồi,バイ,bai,つちか.う,tsuchikau,培養 (ばいよう) [baiyou]: Cultivation; 培う (つちかう) [tsuchikau]: To cultivate
媒,1,Môi,バイ,bai,,,媒体 (ばいたい) [baitai]: Media/Medium
賠,1,Bồi,バイ,bai,,,賠償 (ばいしょう) [baishou]: Compensation
伯,1,Bá,ハク,haku,,,伯父 (おじ) [oji]: Uncle
拍,2,Phách,ハク,haku,,,拍手 (はくしゅ) [hakushu]: Applause; 拍子 (ひょうし) [hyoushi]: Beat/Rhythm
泊,3,Bạc,ハク,haku,と.まる,tomaru,宿泊 (しゅくはく) [shukuhaku]: Lodging; 泊まる (とまる) [tomaru]: To stay overnight
迫,2,Bách,ハク,haku,せま.る,semaru,迫力 (はくりょく) [hakuryoku]: Impact/Force; 迫る (せまる) [semaru]: To approach/press
舶,1,Bạc,ハク,haku,,,船舶 (せんぱく) [senpaku]: Ship/Vessel
薄,2,Bạc,ハク,haku,うす.い,usui,薄弱 (はくじゃく) [hakujaku]: Weak/Flimsy; 薄い (うすい) [usui]: Thin
漠,1,Mạc,バク,baku,,,砂漠 (さばく) [sabaku]: Desert
縛,1,Phược,バク,baku,しば.る,shibaru,束縛 (そくばく) [sokubaku]: Restraint; 縛る (しばる) [shibaru]: To tie/bind
爆,2,Bộc,バク,baku,,,爆発 (ばくはつ) [bakuhatsu]: Explosion
髪,2,Phát,ハツ,hatsu,かみ,kami,毛髪 (もうはつ) [mouhatsu]: Hair; 髪の毛 (かみのけ) [kaminoke]: Hair
抜,2,Bạt,バツ,batsu,ぬ.く,nuku,抜群 (ばつぐん) [batsugun]: Outstanding; 抜く (ぬく) [nuku]: To pull out
罰,2,Phạt,バツ,batsu,,,罰金 (ばっきん) [bakkin]: Fine; 処罰 (しょばつ) [shobatsu]: Punishment
伐,1,Phạt,バツ,batsu,,,伐採 (ばっさい) [bassai]: Logging/Felling
伴,1,Bạn,"ハン, バン","han, ban",ともな.う,tomonau,同伴 (どうはん) [douhan]: Accompanying; 伴う (ともなう) [tomonau]: To accompany
帆,1,Phàm,ハン,han,ほ,ho,帆船 (はんせん) [hansen]: Sailing ship
搬,1,Ban,ハン,han,,,運搬 (うんぱん) [unpan]: Transport
畔,1,Bạn,ハン,han,,,湖畔 (こはん) [kohan]: Lake shore
繁,1,Phồn,ハン,han,しげ.る,shigeru,繁栄 (はんえい) [hanei]: Prosperity; 繁忙 (はんぼう) [hanbou]: Busy
般,1,Ban,ハン,han,,,一般 (いっぱん) [ippan]: General
藩,1,Phiên,ハン,han,,,藩 (はん) [han]: Feudal domain
販,2,Phiến,ハン,han,,,販売 (はんばい) [hanbai]: Sales; 自販機 (じはんき) [jihanki]: Vending machine
範,1,Phạm,ハン,han,,,範囲 (はんい) [hani]: Range/Scope; 模範 (もはん) [mohan]: Model/Example
煩,1,Phiền,ハン,han,わずら.う,wazurau,煩悩 (ぼんのう) [bonnou]: Worldly desires; 煩わしい (わずらわしい) [wazurawashii]: Troublesome
頒,1,Ban,ハン,han,,,頒布 (はんぷ) [hanpu]: Distribution
盤,1,Bàn,バン,ban,,,基盤 (きばん) [kiban]: Foundation; 円盤 (えんばん) [enban]: Disk
蛮,1,Man,バン,ban,,,野蛮 (やばん) [yaban]: Barbaric
卑,1,Ty,ヒ,hi,いや.しい,iyashii,卑屈 (ひくつ) [hikutsu]: Servile; 卑しい (いやしい) [iyashii]: Vulgar/Greedy
妃,1,Phi,ヒ,hi,,,王妃 (おうひ) [ouhi]: Queen consort
彼,3,Bỉ,ヒ,hi,かれ,kare,彼 (かれ) [kare]: He/Boyfriend; 彼女 (かのじょ) [kanojo]: She/Girlfriend
扉,1,Phi,ヒ,hi,とびら,tobira,扉 (とびら) [tobira]: Door
披,1,Phi,ヒ,hi,,,披露 (ひろう) [hirou]: Announcement
碑,1,Bi,ヒ,hi,いしぶみ,ishibumi,石碑 (せきひ) [sekihi]: Stone monument
罷,1,Bãi,ヒ,hi,,,罷免 (ひめん) [himen]: Dismissal
避,2,Tị,ヒ,hi,さ.ける,sakeru,避難 (ひなん) [hinan]: Evacuation; 避ける (さける) [sakeru]: To avoid
尾,1,Vĩ,ビ,bi,お,o,末尾 (まつび) [matsubi]: End; 尻尾 (しっぽ) [shippo]: Tail
微,2,Vi,ビ,bi,,,微妙 (びみょう) [bimyou]: Delicate/Subtle; 微笑 (びしょう) [bishou]: Smile
匹,3,Thất,ヒツ,hitsu,ひき,hiki,匹敵 (ひってき) [hitteki]: Rivaling; 一匹 (いっぴき) [ippiki]: One animal (small)
栽,1,Tài,サイ,sai,,,栽培 (さいばい) [saibai]: Cultivation; 盆栽 (ぼんさい) [bonsai]: Bonsai
砕,1,Toái,サイ,sai,くだ.く,kudaku,粉砕 (ふんさい) [funsai]: Pulverization; 砕く (くだく) [kudaku]: To smash
砦,1,Trại,サイ,sai,とりで,toride,砦 (とりで) [toride]: Fort/Stronghold
柵,1,Sách,サク,saku,,,鉄柵 (てっさく) [tessaku]: Iron fence; 柵 (さく) [saku]: Fence
削,1,Tước,サク,saku,けず.る,kezuru,削除 (さくじょ) [sakujo]: Deletion; 削る (けずる) [kezuru]: To shave/sharpen
泌,1,Tiết,ヒツ,hitsu,,,分泌 (ぶんぴつ) [bunpitsu]: Secretion; 泌尿器 (ひにょうき) [hinyouki]: Urinary organs
姫,1,Cơ,キ,ki,ひめ,hime,お姫様 (おひめさま) [ohimesama]: Princess; 姫 (ひめ) [hime]: Princess
漂,1,Phiêu,ヒョウ,hyou,だよ.う,dayou,漂流 (ひょうりゅう) [hyouryuu]: Drifting; 漂う (ただよう) [tadayou]: To drift/float
苗,1,Miêu,ビョウ,byou,なえ,nae,苗木 (なえぎ) [naegi]: Sapling; 苗 (なえ) [nae]: Seedling
描,2,Miêu,ビョウ,byou,えが.く,egaku,描写 (びょうしゃ) [byousha]: Depiction; 描く (えがく) [egaku]: To draw/paint
浜,1,Banh,ヒン,hin,はま,hama,横浜 (よこはま) [yokohama]: Yokohama; 砂浜 (すなはま) [sunahama]: Sandy beach
賓,1,Tân,ヒン,hin,,,来賓 (らいひん) [raihin]: Guest/Visitor; 主賓 (しゅひん) [shuhin]: Guest of honor
頻,1,Tần,ヒン,hin,,,頻繁 (ひんぱん) [hinpan]: Frequent; 頻度 (ひんど) [hindo]: Frequency
敏,1,Mẫn,ビン,bin,さと.い,satoi,敏感 (びんかん) [binkan]: Sensitive; 機敏 (きびん) [kibin]: Agile/Quick
瓶,1,Bình,ビン,bin,かめ,kame,花瓶 (かびん) [kabin]: Flower vase; 瓶 (びん) [bin]: Bottle
怖,2,Bố,フ,fu,こわ.い,kowai,恐怖 (きょうふ) [kyoufu]: Fear; 怖い (こわい) [kowai]: Scary
